Employee_ID,Full_Name,Department,Job_Title,Hire_Date,Performance,Experience,Status,Work_Mode,Salary,Year,Country,City,Age,Job_Level
EMP0321026,Marianne Caron,Operations,Logistics,2014-06-23,Good,17,Active,Remote,219826.0,2014,France,Marseille,44,Director
EMP0399570,Chuy Echevarría Castrillo,Finance,Financial Analyst,2026-03-07,Good,5,Active,Remote,76202.0,2026,Spain,Madrid,31,Mid
EMP1158272,Fernanda Telesio,Sales,Regional Lead,2021-03-24,Excellent,10,Active,On-site,147455.0,2021,Italy,Rome,34,Senior
EMP0091267,Joseph Paris,IT,Data Engineer,2021-01-09,Good,13,Active,Hybrid,138404.0,2021,France,Nice,37,Senior
EMP0872553,Gareth Shaw,IT,IT Manager,2020-11-16,Satisfactory,2,Resigned,Remote,51446.0,2020,United Kingdom,Edinburgh,25,Junior
EMP1943697,Clotilde Berrocal Estévez,IT,IT Manager,2020-05-07,Excellent,9,Active,Hybrid,121698.0,2020,Spain,Valencia,34,Senior
EMP1995021,Dr. George Budig,Sales,Sales Executive,2021-09-04,Good,2,Active,On-site,50909.0,2021,Germany,Munich,29,Junior
EMP1444236,Sheila Gill,Operations,Operations Analyst,2024-07-12,Excellent,0,Active,On-site,50515.0,2024,United Kingdom,Edinburgh,22,Junior
EMP1275030,Mr Jeffrey Jackson,Operations,Operations Manager,2020-06-28,Good,26,Active,Hybrid,254309.0,2020,United Kingdom,Leeds,48,Director
EMP1232846,Sig. Sandro Cocci,Operations,Operations Director,2013-12-25,Excellent,10,Active,On-site,114518.0,2013,Italy,Venice,34,Senior
EMP1710019,Fausto Viana Cuesta,Finance,Accountant,2015-06-08,Good,13,Active,On-site,132363.0,2015,Spain,Seville,41,Senior
EMP1759055,Dr Suzanne Richardson,Finance,Tax Specialist,2023-11-21,Satisfactory,2,Active,On-site,59643.0,2023,United Kingdom,Edinburgh,27,Junior
EMP0950101,Anne Colin,Sales,Sales Director,2008-03-24,Satisfactory,10,Active,On-site,152399.0,2008,France,Toulouse,35,Senior
EMP1614890,Iain Lloyd,IT,System Admin,2024-09-29,Good,5,Active,Remote,78907.0,2024,United Kingdom,Birmingham,27,Mid
EMP0212627,Benoît Bègue,IT,Data Engineer,2015-03-11,Good,8,Active,Remote,92553.0,2015,France,Lyon,36,Mid
EMP0763276,Univ.Prof. Zehra Bonbach B.A.,Operations,Operations Director,2008-03-24,Good,4,Active,Hybrid,86315.0,2008,Germany,Hamburg,32,Mid
EMP1165771,Carlo Klotz,Sales,Sales Executive,2025-07-26,Satisfactory,3,Active,Remote,53540.0,2025,Germany,Frankfurt,24,Junior
EMP1972065,Célina Colin de la Salmon,Sales,Sales Director,2022-06-28,Good,1,Active,On-site,52604.0,2022,France,Marseille,25,Junior
EMP0959060,Mary Evans,Sales,Business Development,2019-09-14,Satisfactory,9,Active,Remote,161363.0,2019,United Kingdom,Manchester,37,Senior
EMP0050046,Aimé Gros,IT,System Admin,2022-10-14,Good,7,Active,On-site,95935.0,2022,France,Paris,33,Mid
EMP1809503,Julian Mason,Operations,Operations Manager,2026-02-09,Satisfactory,3,Active,On-site,42991.0,2026,United Kingdom,London,23,Junior
EMP1230157,Paloma Guitart-Blanca,Operations,Operations Director,2009-01-12,Good,14,Active,Remote,147903.0,2009,Spain,Bilbao,46,Senior
EMP0088918,Nathan Geertsen,HR,HR Manager,2015-02-15,Satisfactory,23,Active,On-site,191052.0,2015,Netherlands,Eindhoven,52,Director
EMP1031993,Isabel Jiménez Lara,Sales,Sales Manager,2025-02-15,Good,0,Resigned,On-site,51042.0,2025,Spain,Bilbao,25,Junior
EMP0158507,Mr Mark Howe,Operations,Logistics,2020-03-23,Good,4,Resigned,Remote,80181.0,2020,United Kingdom,Manchester,26,Mid
EMP1337926,Bruce Howard-Grant,Sales,Sales Director,2024-10-26,Excellent,3,Resigned,On-site,42761.0,2024,United Kingdom,Edinburgh,27,Junior
EMP0111646,Ruperta Amada Pinilla Castelló,IT,System Admin,2021-01-01,Good,15,Active,Remote,173287.0,2021,Spain,Seville,38,Senior
EMP0882778,Dott. Victoria Cafarchia,Sales,Regional Lead,2023-11-05,Good,3,Active,On-site,43937.0,2023,Italy,Venice,24,Junior
EMP1391197,Macaria Cuevas Delgado,Operations,Logistics,2012-04-14,Satisfactory,6,Active,On-site,74107.0,2012,Spain,Bilbao,30,Mid
EMP0134669,Gernot Meister MBA.,IT,Software Developer,2022-11-17,Good,3,Active,On-site,60426.0,2022,Germany,Frankfurt,25,Junior
EMP1512579,Encarnación Calvet Pla,Operations,Operations Analyst,2011-12-06,Good,28,Active,On-site,183206.0,2011,Spain,Seville,54,Director
EMP1524730,Frédérique Petit,Finance,Financial Analyst,2021-07-09,Good,5,Active,On-site,86835.0,2021,France,Paris,29,Mid
EMP1503032,Antonio Schlosser,Operations,Supply Chain,2008-03-24,Needs Improvement,14,Active,On-site,143674.0,2008,Germany,Cologne,47,Senior
EMP1896097,Prudencia Juárez,Sales,Business Development,2016-11-24,Good,14,Active,Hybrid,136170.0,2016,Spain,Bilbao,36,Senior
EMP1422134,Valeria Pacheco-Isern,Operations,Operations Analyst,2024-12-30,Needs Improvement,8,Active,On-site,95281.0,2024,Spain,Valencia,29,Mid
EMP0915393,Henri Gosselin,Finance,CFO,2023-05-19,Good,11,Active,Remote,146019.0,2023,France,Nice,34,Senior
EMP0859698,Regine Wesack,Finance,Finance Manager,2025-06-06,Good,7,Active,On-site,110615.0,2025,Germany,Frankfurt,34,Mid
EMP0360754,Romy Margraf,Sales,Sales Director,2020-03-03,Excellent,6,Active,On-site,92757.0,2020,Germany,Hamburg,29,Mid
EMP0572086,Resi Striebitz,Operations,Operations Manager,2024-10-04,Excellent,3,Active,Remote,49913.0,2024,Germany,Cologne,25,Junior
EMP1659494,Joanna Smith,Sales,Sales Manager,2008-03-24,Excellent,5,Active,On-site,75415.0,2008,United Kingdom,Leeds,33,Mid
EMP0609987,Cécile du Marchand,Finance,Financial Analyst,2022-09-28,Satisfactory,12,Active,On-site,139973.0,2022,France,Toulouse,36,Senior
EMP0341830,Tiburcio Alberola Casanova,IT,System Admin,2023-08-26,Satisfactory,3,Active,On-site,48484.0,2023,Spain,Madrid,26,Junior
EMP1776137,Frau Josephine Jäkel,IT,Data Engineer,2023-09-18,Needs Improvement,3,Active,Hybrid,62918.0,2023,Germany,Hamburg,28,Junior
EMP1105283,Gabriela Rose,Sales,Sales Executive,2023-12-14,Excellent,0,Active,On-site,47241.0,2023,Germany,Cologne,22,Junior
EMP0454344,Helen Harrison,Sales,Regional Lead,2019-12-21,Satisfactory,6,Active,On-site,101023.0,2019,United Kingdom,Leeds,30,Mid
EMP1676401,Dominique Mahe,Operations,Operations Analyst,2023-02-13,Good,2,Active,On-site,51637.0,2023,France,Lyon,27,Junior
EMP0367592,Amira van Roijen,Sales,Sales Executive,2022-10-29,Good,7,Active,On-site,101399.0,2022,Netherlands,Utrecht,32,Mid
EMP1034254,Anne Leblanc-Lagarde,HR,Talent Specialist,2011-02-25,Excellent,1,Active,On-site,48636.0,2011,France,Toulouse,31,Junior
EMP0522172,Nilda Bueno Ariño,HR,HR Director,2020-06-05,Good,2,Resigned,On-site,51216.0,2020,Spain,Seville,23,Junior
EMP0418852,Kenan Gute,Sales,Sales Executive,2022-07-18,Satisfactory,1,Resigned,On-site,46242.0,2022,Germany,Berlin,24,Junior
EMP0815642,Brent Schelvis,IT,DevOps Engineer,2024-01-27,Needs Improvement,1,Active,On-site,53244.0,2024,Netherlands,Rotterdam,26,Junior
EMP0439010,Franck Gomez,HR,Talent Specialist,2020-08-14,Excellent,5,Active,On-site,74542.0,2020,France,Nice,27,Mid
EMP1975317,Patrick Hardy-Weiss,Operations,Operations Director,2019-07-26,Satisfactory,7,Active,On-site,85002.0,2019,France,Paris,28,Mid
EMP1936271,Samantha Hurst,Sales,Regional Lead,2023-10-17,Good,7,Active,On-site,76248.0,2023,United Kingdom,London,32,Mid
EMP0054429,Thomas Le Navarro,Operations,Supply Chain,2023-04-08,Satisfactory,2,Active,On-site,39838.0,2023,France,Marseille,29,Junior
EMP0757074,Andre Bachmann-Zorbach,Sales,Sales Manager,2019-02-02,Good,14,Active,On-site,148338.0,2019,Germany,Cologne,35,Senior
EMP0004530,Norman Allen,Sales,Sales Director,2022-06-04,Excellent,2,Active,On-site,42910.0,2022,United Kingdom,London,28,Junior
EMP1817750,Prof. Stanislav Grein Groth MBA.,Sales,Sales Director,2025-10-07,Good,4,Active,On-site,102366.0,2025,Germany,Munich,26,Mid
EMP0809344,Katie Skinner,IT,Software Developer,2024-12-02,Needs Improvement,0,Active,On-site,54745.0,2024,United Kingdom,Manchester,23,Junior
EMP1260624,Tina Pigafetta-Cuda,HR,HR Manager,2023-12-02,Needs Improvement,4,Active,On-site,60253.0,2023,Italy,Venice,27,Mid
EMP1478815,Vanessa Jones,IT,Data Engineer,2024-06-09,Good,0,Active,Remote,51285.0,2024,United Kingdom,Birmingham,25,Junior
EMP0108222,Elliot Mellor,IT,Data Engineer,2025-03-21,Good,1,Active,On-site,45932.0,2025,United Kingdom,Edinburgh,27,Junior
EMP1907647,Panfilo Soprano,Finance,Accountant,2024-08-19,Satisfactory,6,Active,On-site,102886.0,2024,Italy,Milan,29,Mid
EMP0871941,Dr. Hans-Heinrich Bloch,Sales,Sales Executive,2024-09-28,Needs Improvement,1,Active,Remote,54553.0,2024,Germany,Berlin,23,Junior
EMP1768649,Prof. Rosemarie Hornig,Sales,Sales Director,2008-03-24,Good,6,Active,Hybrid,99562.0,2008,Germany,Frankfurt,38,Mid
EMP1580582,Artur Konat,Sales,Sales Executive,2016-06-09,Good,6,Resigned,On-site,73853.0,2016,Poland,Warsaw,33,Mid
EMP1464478,Raik Pohl B.Eng.,IT,Data Engineer,2019-08-10,Good,11,Active,Hybrid,157062.0,2019,Germany,Frankfurt,36,Senior
EMP1210924,Antonia Sölzer-Wirth,Sales,Sales Manager,2020-06-03,Excellent,4,Terminated,On-site,86457.0,2020,Germany,Berlin,29,Mid
EMP0793131,Corina Geisel-Kambs,Operations,Logistics,2026-03-14,Needs Improvement,3,Active,Remote,48612.0,2026,Germany,Munich,26,Junior
EMP0204128,Roland Bouvier,Sales,Sales Director,2009-06-10,Good,8,Active,Remote,83186.0,2009,France,Toulouse,36,Mid
EMP0439997,Eileen Wright,Sales,Business Development,2025-05-12,Good,3,Active,On-site,53244.0,2025,United Kingdom,Manchester,26,Junior
EMP1689973,Christiane-Astrid Garcia,IT,System Admin,2014-06-27,Satisfactory,6,Active,Remote,99090.0,2014,France,Paris,31,Mid
EMP1456752,Giesela Cichorius,Finance,Finance Manager,2017-08-23,Good,15,Active,Hybrid,138753.0,2017,Germany,Frankfurt,38,Senior
EMP1722139,Denis de Morel,Sales,Sales Manager,2024-08-18,Good,3,Active,On-site,42599.0,2024,France,Lyon,29,Junior
EMP1393337,Marcel Lamy,Finance,CFO,2010-07-05,Good,27,Active,On-site,224477.0,2010,France,Marseille,54,Director
EMP1184049,Samir Scholtz,Operations,Operations Manager,2025-07-29,Good,8,Active,On-site,93306.0,2025,Germany,Cologne,30,Mid
EMP0397699,Cengiz Hande B.A.,Sales,Sales Manager,2024-03-10,Satisfactory,1,Active,On-site,56344.0,2024,Germany,Cologne,24,Junior
EMP0798293,Robin van de Ven,Finance,CFO,2020-11-27,Good,1,Active,On-site,52568.0,2020,Netherlands,Rotterdam,27,Junior
EMP0768452,Cassandra Casellati-Leblanc,Operations,Operations Analyst,2018-10-05,Good,8,Active,Remote,85970.0,2018,Italy,Naples,35,Mid
EMP1311501,Jonas den Buytelaar-Palman,IT,System Admin,2025-03-06,Satisfactory,2,Active,Remote,49672.0,2025,Netherlands,Amsterdam,24,Junior
EMP1440074,César Gonzalez Zamora,IT,IT Manager,2020-05-03,Satisfactory,4,Active,Remote,100190.0,2020,Spain,Bilbao,27,Mid
EMP1393485,Oliver Benson,Finance,Finance Manager,2020-10-20,Good,8,Active,Hybrid,88663.0,2020,United Kingdom,Birmingham,31,Mid
EMP1098347,Miss Rachael Bradley,IT,System Admin,2020-05-08,Excellent,8,Active,Hybrid,90489.0,2020,United Kingdom,Edinburgh,30,Mid
EMP0787265,Leonard Pietraszkiewicz,IT,Data Engineer,2008-03-24,Good,4,Active,Remote,96320.0,2008,Poland,Warsaw,33,Mid
EMP1417883,Marcella Kroker,Finance,Tax Specialist,2018-04-17,Good,0,Active,Remote,59777.0,2018,Germany,Frankfurt,23,Junior
EMP1615910,Dr. Berit Junitz,Finance,Tax Specialist,2021-05-22,Good,4,Active,On-site,88157.0,2021,Germany,Munich,27,Mid
EMP1529470,Hugues Bouchet du Michel,IT,DevOps Engineer,2019-02-12,Satisfactory,6,Active,Hybrid,82150.0,2019,France,Paris,29,Mid
EMP0532321,Dott. Corrado Scialpi,Finance,Tax Specialist,2023-05-29,Satisfactory,4,Active,Remote,80465.0,2023,Italy,Milan,29,Mid
EMP1896744,Stefania Campise,IT,IT Manager,2024-06-28,Good,5,Resigned,Hybrid,89508.0,2024,Italy,Naples,28,Mid
EMP1183903,Michael Taylor,Sales,Sales Director,2008-03-24,Excellent,5,Active,Remote,95019.0,2008,United Kingdom,Leeds,35,Mid
EMP1752246,Cleto Llorente Cerezo,Finance,Accountant,2024-10-01,Satisfactory,2,Active,Remote,61039.0,2024,Spain,Seville,28,Junior
EMP0497821,Annett Stey B.Sc.,Operations,Logistics,2020-09-29,Good,25,Active,On-site,245836.0,2020,Germany,Berlin,51,Director
EMP1631835,Maurice Lemaire Le Guyot,Operations,Operations Manager,2018-12-22,Good,10,Active,Remote,131230.0,2018,France,Marseille,35,Senior
EMP0916223,Frau Samira Henk,Operations,Operations Director,2024-09-04,Satisfactory,1,Active,On-site,50479.0,2024,Germany,Cologne,29,Junior
EMP0132298,Gary Walker,Finance,Accountant,2025-04-19,Excellent,2,Active,On-site,63248.0,2025,United Kingdom,Birmingham,22,Junior
EMP1279029,Dipl.-Ing. David Klemm B.A.,Finance,Tax Specialist,2025-07-30,Satisfactory,0,Active,On-site,44467.0,2025,Germany,Frankfurt,25,Junior
EMP1612460,Jenny Löwer,HR,HR Coordinator,2023-04-25,Satisfactory,6,Active,Hybrid,61421.0,2023,Germany,Hamburg,28,Mid
EMP0177896,Noelia Bejarano Uribe,Sales,Sales Director,2019-10-10,Satisfactory,15,Active,Hybrid,145513.0,2019,Spain,Bilbao,38,Senior
EMP0159919,Prof. Jeannine Trüb B.Eng.,Operations,Operations Analyst,2025-11-21,Good,0,Terminated,On-site,39359.0,2025,Germany,Hamburg,28,Junior
EMP1738512,Sybille Krein B.A.,Sales,Sales Director,2019-11-26,Good,4,Active,On-site,95800.0,2019,Germany,Cologne,27,Mid
EMP1958929,Ricky Summers,Sales,Regional Lead,2020-08-21,Good,7,Active,On-site,92647.0,2020,United Kingdom,London,34,Mid
EMP1540416,Miss Jane Wyatt,Operations,Supply Chain,2025-07-21,Needs Improvement,2,Terminated,On-site,50695.0,2025,United Kingdom,Leeds,31,Junior
EMP1713397,Dr Graham Reid,IT,IT Manager,2020-11-13,Good,5,Active,Remote,106816.0,2020,United Kingdom,London,25,Mid
EMP1264514,Agnès Le Foucher,Operations,Operations Director,2024-08-06,Excellent,1,Active,Hybrid,43919.0,2024,France,Nice,24,Junior
EMP0096449,Sibylle Faust,Operations,Supply Chain,2023-10-09,Satisfactory,1,Active,On-site,52278.0,2023,Germany,Berlin,24,Junior
EMP1653289,Anaïs Lemaître,Sales,Sales Executive,2020-08-24,Excellent,5,Active,On-site,77052.0,2020,France,Lyon,26,Mid
EMP0796172,Georgia Adams,IT,Software Developer,2010-06-24,Good,22,Active,On-site,261434.0,2010,United Kingdom,Leeds,53,Director
EMP1731723,Marthe Chauvin,IT,Data Engineer,2023-04-14,Satisfactory,1,Active,On-site,56384.0,2023,France,Nice,23,Junior
EMP0723023,Federica Sanguineti,Operations,Operations Manager,2024-01-23,Good,2,Active,Remote,39285.0,2024,Italy,Venice,26,Junior
EMP1433967,Jenaro Nogués Alberto,Finance,Finance Manager,2012-02-11,Good,15,Active,Hybrid,119055.0,2012,Spain,Seville,41,Senior
EMP0390840,Esmeralda Dominguez Delgado,Sales,Regional Lead,2023-09-08,Good,5,Active,On-site,82047.0,2023,Spain,Valencia,28,Mid
EMP1274577,Fortunata Cuomo,HR,Talent Specialist,2015-05-01,Good,9,Active,Remote,134578.0,2015,Italy,Rome,35,Senior
EMP0073718,Hermenegildo de Cueto,Sales,Sales Executive,2025-08-18,Satisfactory,0,Active,On-site,57377.0,2025,Spain,Valencia,23,Junior
EMP1988007,Ewald Wulff,Operations,Operations Director,2021-01-11,Good,8,Active,On-site,70042.0,2021,Germany,Berlin,32,Mid
EMP0667976,Rafa Menendez Tirado,Finance,Accountant,2012-09-17,Good,6,Active,On-site,92743.0,2012,Spain,Valencia,32,Mid
EMP1515683,Véronique Raymond,HR,HR Coordinator,2021-06-08,Good,15,Active,On-site,117282.0,2021,France,Toulouse,37,Senior
EMP1402386,Simone Pizzo,HR,Talent Specialist,2024-12-18,Good,3,Active,Hybrid,47339.0,2024,Italy,Venice,28,Junior
EMP1162486,Frau Antje Werner,Sales,Sales Executive,2025-08-17,Good,5,Active,On-site,92263.0,2025,Germany,Munich,27,Mid
EMP1389645,Sig. Benedetto Scalfaro,Operations,Logistics,2019-08-15,Good,13,Active,On-site,121410.0,2019,Italy,Naples,38,Senior
EMP0345172,Bienvenida Cabanillas Gracia,IT,IT Manager,2017-07-24,Good,9,Active,Remote,144569.0,2017,Spain,Seville,35,Senior
EMP1770030,Ing. Salih Hornig B.Eng.,Finance,Finance Manager,2025-11-21,Good,8,Active,On-site,104978.0,2025,Germany,Cologne,32,Mid
EMP1282665,Clímaco Anguita Peralta,IT,System Admin,2021-06-11,Good,1,Active,On-site,48041.0,2021,Spain,Madrid,22,Junior
EMP1689136,Esteban Macías Valcárcel,Sales,Regional Lead,2019-07-28,Satisfactory,14,Active,On-site,135431.0,2019,Spain,Madrid,41,Senior
EMP1321139,Maryse Bernard,IT,Software Developer,2024-04-21,Satisfactory,2,Active,Remote,63156.0,2024,France,Marseille,26,Junior
EMP0554492,Luis Miguel Carro-Agullo,Finance,Accountant,2020-06-11,Satisfactory,1,Active,Hybrid,49048.0,2020,Spain,Barcelona,27,Junior
EMP1165017,Gema Abascal Macías,HR,Recruiter,2012-11-26,Good,26,Active,On-site,189109.0,2012,Spain,Bilbao,56,Director
EMP0416987,Gabriel Garcés Lamas,HR,Talent Specialist,2010-04-12,Satisfactory,10,Active,On-site,112379.0,2010,Spain,Bilbao,35,Senior
EMP1514378,Charlotte Barry-Savage,Finance,Financial Analyst,2023-05-20,Good,5,Active,Hybrid,84248.0,2023,United Kingdom,Leeds,34,Mid
EMP1426506,Bianka Lesisz,Sales,Sales Director,2023-02-24,Satisfactory,5,Active,Remote,76725.0,2023,Poland,Lodz,32,Mid
EMP1871799,Wout Walsteijn,Sales,Business Development,2022-05-22,Satisfactory,4,Active,On-site,73457.0,2022,Netherlands,Rotterdam,30,Mid
EMP1890760,Abigaíl Aguilera Matas,IT,Software Developer,2017-12-14,Excellent,2,Active,On-site,47793.0,2017,Spain,Bilbao,29,Junior
EMP0538137,Milagros Iglesia-Novoa,Sales,Sales Executive,2014-03-05,Good,13,Active,On-site,123229.0,2014,Spain,Madrid,36,Senior
EMP0282381,Josette Alves,IT,System Admin,2018-12-02,Needs Improvement,2,Active,On-site,61400.0,2018,France,Lyon,28,Junior
EMP1230138,Raymund Loos,Operations,Logistics,2022-09-17,Needs Improvement,1,Active,On-site,42821.0,2022,Germany,Berlin,28,Junior
EMP0609942,Albina Mas Barón,Operations,Operations Manager,2024-12-28,Good,8,Active,Remote,84446.0,2024,Spain,Seville,32,Mid
EMP0372239,Jay Hughes-Bevan,Sales,Sales Executive,2021-01-17,Satisfactory,20,Active,Remote,227831.0,2021,United Kingdom,Leeds,45,Director
EMP0775840,Etta Sauro,Sales,Sales Manager,2024-01-13,Good,1,Active,On-site,47949.0,2024,Italy,Milan,28,Junior
EMP1709493,pan Tymon Dziurdzia,Sales,Sales Executive,2021-04-21,Good,11,Active,On-site,147608.0,2021,Poland,Warsaw,37,Senior
EMP1846941,Bernhardine Gieß,HR,HR Director,2019-09-14,Needs Improvement,5,Active,On-site,67831.0,2019,Germany,Cologne,25,Mid
EMP1908261,Patrick Ernst-Bohlander,IT,Data Engineer,2022-12-21,Good,6,Active,Remote,88121.0,2022,Germany,Hamburg,27,Mid
EMP0708824,Marissa Maccanelli-Dandolo,IT,IT Manager,2023-02-09,Satisfactory,7,Active,Remote,101016.0,2023,Italy,Rome,28,Mid
EMP1728581,Justin Overeem,Sales,Regional Lead,2021-08-09,Excellent,3,Active,On-site,62899.0,2021,Netherlands,The Hague,28,Junior
EMP0066980,Meral Eigenwillig MBA.,Finance,Financial Analyst,2019-06-30,Satisfactory,8,Active,On-site,89915.0,2019,Germany,Munich,29,Mid
EMP1395478,Franck Chauvin de Baudry,Operations,Logistics,2026-02-10,Excellent,4,Active,On-site,79223.0,2026,France,Lyon,29,Mid
EMP1389045,Silvio Wähner,Finance,CFO,2025-05-15,Satisfactory,1,Active,On-site,50411.0,2025,Germany,Hamburg,28,Junior
EMP1918400,Nurettin Hofmann,IT,Software Developer,2008-03-24,Good,8,Active,On-site,86327.0,2008,Germany,Hamburg,37,Mid
EMP1469899,Univ.Prof. Renato Pechel B.A.,Sales,Sales Executive,2018-01-20,Satisfactory,6,Active,Remote,81435.0,2018,Germany,Cologne,33,Mid
EMP0262151,Georgina Brown,IT,System Admin,2018-05-17,Satisfactory,2,Active,Hybrid,63307.0,2018,United Kingdom,Edinburgh,26,Junior
EMP0970603,Prof. Mattias Hiller,Finance,Finance Manager,2023-06-01,Good,10,Active,Remote,144163.0,2023,Germany,Munich,33,Senior
EMP0587270,Leoncio Tejera Hervás,IT,System Admin,2025-04-18,Good,0,Active,Remote,60860.0,2025,Spain,Barcelona,24,Junior
EMP0862337,Margareta Graf,Sales,Sales Director,2013-09-19,Satisfactory,0,Active,Remote,51905.0,2013,Germany,Hamburg,25,Junior
EMP1664704,Primitiva Sierra Cabrera,Operations,Logistics,2017-11-09,Excellent,0,Active,On-site,41375.0,2017,Spain,Barcelona,25,Junior
EMP0770178,Nikolaus Textor,Operations,Logistics,2024-08-05,Needs Improvement,0,Resigned,On-site,51956.0,2024,Germany,Frankfurt,25,Junior
EMP0420114,Andrea Thomas,Sales,Regional Lead,2024-08-24,Good,2,Active,On-site,54224.0,2024,United Kingdom,London,28,Junior
EMP0146364,Thierry Olivier de la Gillet,Finance,CFO,2021-03-17,Excellent,1,Active,Hybrid,49652.0,2021,France,Lyon,26,Junior
EMP0988917,Amber van 't Houteveen-van der Berg,Sales,Sales Manager,2023-11-13,Satisfactory,0,Active,On-site,53955.0,2023,Netherlands,Utrecht,21,Junior
EMP1934984,Reyes Rivas-Raya,IT,Software Developer,2009-10-08,Excellent,7,Active,On-site,99777.0,2009,Spain,Valencia,32,Mid
EMP1987987,Alberto Lucas Mayo Redondo,IT,Data Engineer,2025-12-01,Good,3,Active,Hybrid,50562.0,2025,Spain,Valencia,29,Junior
EMP0771438,Dorle Salz,HR,Talent Specialist,2013-07-14,Good,13,Active,On-site,135779.0,2013,Germany,Frankfurt,40,Senior
EMP1595756,Herberto Cristian Murillo Ordóñez,Operations,Operations Manager,2026-03-16,Good,8,Active,Remote,75091.0,2026,Spain,Valencia,32,Mid
EMP1292078,Elise van Vlaanderen,Sales,Business Development,2016-05-05,Satisfactory,28,Active,On-site,225838.0,2016,Netherlands,Amsterdam,53,Director
EMP0955815,Nathalie Couturier,Operations,Operations Director,2009-07-05,Satisfactory,7,Active,On-site,81918.0,2009,France,Toulouse,37,Mid
EMP0112313,Sig.ra Morena Bragadin,IT,DevOps Engineer,2020-04-26,Good,12,Active,On-site,134660.0,2020,Italy,Rome,36,Senior
EMP1413436,Vitali auch Schlauchin-Scheibe,IT,Software Developer,2024-11-28,Good,2,Active,On-site,48391.0,2024,Germany,Berlin,29,Junior
EMP0687422,Jacob Mellor-Jones,Sales,Sales Director,2025-02-13,Satisfactory,3,Resigned,Remote,45949.0,2025,United Kingdom,Birmingham,23,Junior
EMP0425151,Catherine-Brigitte Auger,Sales,Regional Lead,2023-04-15,Satisfactory,7,Active,On-site,78124.0,2023,France,Marseille,33,Mid
EMP0098889,Stewart Chambers,Sales,Sales Manager,2020-05-05,Good,29,Active,On-site,256964.0,2020,United Kingdom,London,55,Director
EMP0746189,Darren Perry,IT,Software Developer,2026-03-09,Satisfactory,1,Active,On-site,59170.0,2026,United Kingdom,Manchester,24,Junior
EMP0430201,Thibault Blin,Operations,Operations Manager,2008-03-24,Good,11,Active,On-site,145307.0,2008,France,Nice,38,Senior
EMP0974800,Marianne-Michèle Rousset,Operations,Operations Analyst,2024-09-03,Satisfactory,7,Active,On-site,78310.0,2024,France,Paris,30,Mid
EMP0826916,Mr Timothy Jackson,IT,System Admin,2025-01-30,Good,1,Resigned,Remote,53886.0,2025,United Kingdom,Birmingham,26,Junior
EMP1619830,Joanna Patel,Sales,Business Development,2009-12-09,Good,4,Active,Remote,90281.0,2009,United Kingdom,London,34,Mid
EMP1524206,Florian van der Horst,IT,DevOps Engineer,2015-02-02,Good,13,Active,Remote,164643.0,2015,Netherlands,Amsterdam,39,Senior
EMP0197681,Ms Emily Robertson,Operations,Operations Analyst,2014-10-03,Satisfactory,8,Active,Hybrid,73756.0,2014,United Kingdom,Birmingham,31,Mid
EMP1877744,Richard Denis de Henry,Sales,Business Development,2019-12-07,Good,5,Active,Hybrid,80837.0,2019,France,Marseille,27,Mid
EMP0282931,Odalys Diaz Bilbao,Operations,Operations Analyst,2024-11-30,Good,6,Active,On-site,81519.0,2024,Spain,Barcelona,29,Mid
EMP0651456,Francesca Ball,Sales,Sales Manager,2026-01-04,Excellent,1,Active,On-site,42915.0,2026,United Kingdom,Manchester,26,Junior
EMP1487172,Antoinette Potier,IT,Data Engineer,2019-06-11,Satisfactory,7,Active,Hybrid,107059.0,2019,France,Paris,30,Mid
EMP0958984,Irena Seifert,Operations,Operations Manager,2023-07-12,Excellent,5,Active,Remote,70190.0,2023,Germany,Munich,30,Mid
EMP0251886,Jeanne Millet,Finance,Tax Specialist,2020-08-29,Satisfactory,5,Active,Remote,81511.0,2020,France,Toulouse,28,Mid
EMP1549946,Sara de Mena,IT,DevOps Engineer,2024-06-05,Good,2,Active,On-site,62483.0,2024,Spain,Seville,28,Junior
EMP1485836,Mieszko Pacholik,Operations,Operations Manager,2022-07-11,Satisfactory,1,Active,Hybrid,50813.0,2022,Poland,Krakow,24,Junior
EMP1998689,Stuart Black,Sales,Sales Manager,2015-08-02,Satisfactory,7,Resigned,On-site,97215.0,2015,United Kingdom,Edinburgh,34,Mid
EMP1514286,Juul Estey,IT,IT Manager,2013-10-03,Excellent,9,Active,On-site,125105.0,2013,Netherlands,Amsterdam,33,Senior
EMP0159329,Dr Kieran Cook,HR,Recruiter,2021-08-24,Satisfactory,1,Active,On-site,36796.0,2021,United Kingdom,Birmingham,29,Junior
EMP0572052,Mr Bernard Sanders,Operations,Supply Chain,2024-05-10,Good,1,Active,Remote,49617.0,2024,United Kingdom,Birmingham,27,Junior
EMP0520014,Mr Carl Wood,Sales,Sales Executive,2024-08-07,Excellent,1,Resigned,Remote,51597.0,2024,United Kingdom,Birmingham,24,Junior
EMP1794635,Elize Kloppert,Operations,Operations Analyst,2026-03-03,Good,3,Active,Hybrid,48731.0,2026,Netherlands,Rotterdam,28,Junior
EMP0690583,Ranieri Dallara-Cugia,Sales,Sales Director,2020-07-13,Good,12,Active,On-site,143831.0,2020,Italy,Venice,36,Senior
